input,output,ground_truth,label,label_rationale
I want to find an Italian restaurant in San Francisco for a family dinner this weekend. Any suggestions?,"For Italian dining in San Francisco, you can try Perbacco for an upscale experience, Locanda Osteria for a cozy family-friendly environment, or SPQR for a contemporary twist on classic dishes.","Perbacco, Locanda Osteria, SPQR",True,"The input is requesting a dining recommendation related to Italian restaurants in San Francisco. The output provides grounded recommendations that are in line with the ground truth, making this a positive interaction (NLI entailment)."
Can you recommend a good seafood restaurant near the Golden Gate Bridge in San Francisco?,"For seafood near the Golden Gate Bridge, you should try Scoma's Restaurant, which offers stunning waterfront views and fresh seafood dishes.","Scoma's Restaurant, Dolphin Swimming Club, The Original Fisherman's Wharf",True,"The input is related to dining, and the output provides relevant dining recommendations grounded in the context."
I'm in New York City and looking for a pizza place with outdoor seating for dinner tonight. What can you recommend?,"For pizza with outdoor seating in NYC, you might enjoy Roberta's in Brooklyn, L'industrie Pizzeria in Williamsburg, or Motorino in the East Village.","Roberta's, L'industrie Pizzeria, Motorino",True,"The input asks for recommendations for pizza places with outdoor seating in NYC, and the output provides relevant and grounded recommendations, matching the ground_truth options."
Can you recommend a vegetarian-friendly restaurant in San Francisco for dinner tonight?,"Greens, Gracias Madre, and Millennium are great vegetarian-friendly restaurants in San Francisco for dinner.","Greens (Fort Mason), Gracias Madre (Mission), Millennium (Tenderloin)",True,"The input is a request for a dining recommendation, and the output provides relevant restaurant suggestions grounded in the given context."
Can you recommend a seafood restaurant in San Francisco for a special anniversary dinner this weekend?,"For a special anniversary dinner, La Mar Cebichería Peruana offers a stunning waterfront view and delicious Peruvian seafood, while Waterbar has an extensive selection of oysters and a romantic atmosphere.","La Mar Cebichería Peruana, Waterbar, Scoma's",True,"The input asks for a seafood restaurant recommendation in San Francisco for a special occasion, and the output provides specific restaurant recommendations grounded in the context."
Could you suggest a family-friendly pizza place in Brooklyn?,"Sure, L&B Spumoni Gardens is a great family-friendly pizza place in Brooklyn.","L&B Spumoni Gardens, Roberta's, Juliana's Pizza",True,"The input and output are related to dining recommendations, specifically for family-friendly pizza places in Brooklyn. The response provides a grounded suggestion from the context."
I'm looking for a vegetarian-friendly restaurant in New York City for a weekend brunch. Any suggestions?,"For a vegetarian-friendly brunch in New York City, consider ABCV, Le Botaniste, or The Butcher's Daughter. They all offer delicious vegetarian options.","ABCV, Le Botaniste, The Butcher's Daughter",True,"The input is asking for dining recommendations, specifically vegetarian-friendly restaurants in New York City for a weekend brunch. The output provides relevant restaurant suggestions that are grounded in the context provided by the ground_truth."
Can you find a romantic Italian restaurant in New York City that offers vegan options?,"Sure, Planta Queen in New York City offers a romantic atmosphere and delicious vegan Italian dishes.","Planta Queen (romantic, vegan), Scarpetta (vegan options, romantic)",True,"The user is asking for a romantic Italian restaurant in New York City with vegan options, and the response provides a recommendation that matches the dining context and criteria provided."
I'm planning a romantic dinner in New York City. Can you suggest any cozy French restaurants with a great wine selection?,"For a romantic French dining experience in NYC, consider Le Bernardin for its exceptional seafood, Buvette for a cozy ambiance, or Racines NY for their extensive wine selection.","Le Bernardin, Buvette, Racines NY",True,"The input is about dining, specifically asking for French restaurant recommendations in NYC, and the output provides relevant recommendations grounded in the provided context."
What are some romantic dinner spots in New York City?,"For a romantic dinner in New York City, consider places like One if by Land, Two if by Sea, River Café, or Gramercy Tavern.","One if by Land, Two if by Sea, River Café, Gramercy Tavern",True,"The input asks for romantic dinner spots in New York City, and the output provides relevant and specific recommendations. The response is grounded in the context provided by the ground truth."
Can you recommend any cafes or bistros in New York City for a casual lunch?,"For a casual lunch in New York City, consider La Colombe for coffee and light bites, Jack's Wife Freda for a cozy atmosphere, or Buvette for French bistro fare.","La Colombe, Jack's Wife Freda, Buvette",True,"The input is clearly asking for dining recommendations, specifically cafes or bistros for a casual lunch in New York City. The output provides specific recommendations that are relevant to the request and are grounded in the provided context."
Can you recommend a place for brunch in San Francisco?,"For a delightful brunch in San Francisco, try Zazie, known for its French-inspired brunch menu with fresh ingredients.","Zazie, Rose's Cafe, Ella's",True,"The input is relevant to dining, specifically asking for brunch recommendations in San Francisco. The output provides a grounded recommendation for a brunch spot, Zazie, which matches the context provided in the ground_truth."
Can you suggest any dessert places in New York City that are open late?,"Sure! Some popular dessert places in NYC that are open late include Spot Dessert Bar, Chikalicious Dessert Bar, and Milk Bar.","Spot Dessert Bar, Chikalicious Dessert Bar, Milk Bar",True,"The input is a relevant dining-related question about dessert places in NYC, and the response is grounded in the provided context."
Find me a good Chinese restaurant in San Francisco for a family dinner.,"For Chinese cuisine in San Francisco, you might enjoy China Live, Yank Sing, or Z & Y Restaurant.","China Live, Yank Sing, Z & Y Restaurant",True,The response provides relevant recommendations for Chinese restaurants in San Francisco and aligns with the context provided in the ground truth.
Can you recommend a vegetarian restaurant in Midtown Manhattan for this weekend?,"For a vegetarian dining experience in Midtown Manhattan, try abcV, Superiority Burger, or Kajitsu.","abcV, Superiority Burger, Kajitsu",True,The input request is for a vegetarian restaurant recommendation in Midtown Manhattan. The output provides relevant recommendations grounded in the context.
What's the best Italian restaurant near Fisherman's Wharf in San Francisco for a family dinner this weekend?,"For an Italian family dinner near Fisherman's Wharf, Trattoria Contadina offers a cozy atmosphere, Sotto Mare provides excellent seafood pasta, and Calzone's Restaurant has a lively vibe.","Trattoria Contadina, Sotto Mare, Calzone's Restaurant",True,"The input is a dining-related query asking for Italian restaurants near Fisherman's Wharf in San Francisco. The output provides recommendations that match the context given in the ground truth. Hence, the label is true."
